DNA Tube ID	Specimen ID	Extracted	Extracted By	Finclip Completely Used	Genome Sequenced (y/n)	on Scicore	second file	Species ID	Sex	Morph	Whole Specimen	Date (YYYY.MM.DD)	Standard Length (cm)	Total Length (cm)	Weight (g)	location
JZD4	S_JZD4							Neotoa	NA		S_JZD4	2015.01.11	6.7	8.0	7.5	Nyanza Lac
JZD5	S_JZD5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZD5		Neotoa	M			2015.01.11	8.4	10.2	15.7	Nyanza Lac
JZD6	S_JZD6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JZD6		Neotoa	F			2015.01.11	7.7	9.1	11.2	Nyanza Lac
KAC6	S_KAC6							Neotoa	NA		S_KAC6	2015.01.11	7.3	9.0	10.2	Nyanza Lac
KAC7	S_KAC7							Neotoa	NA		S_KAC7	2015.01.11	6.9	8.6	9.3	Nyanza Lac
KAC8	S_KAC8							Neotoa	NA		S_KAC8	2015.01.11	7.1	8.8	10.0	Nyanza Lac
KAC9	S_KAC9							Neotoa	NA		S_KAC9	2015.01.11	6.3	7.9	7.3	Nyanza Lac
KCD1	S_KCD1							Neotoa	NA		S_KCD1	2015.01.16	8.5	10.4	17.9	Nyanza Lac
KCD2	S_KCD2							Neotoa	NA		S_KCD2	2015.01.16	6.2	7.3	5.7	Nyanza Lac
KCD3	S_KCD3							Neotoa	NA		S_KCD3	2015.01.16	8.6	10.5	14.8	Nyanza Lac
KCD4	S_KCD4							Lamorn	NA		S_KCD4	2015.01.16	4.7	5.7	2.3	Nyanza Lac
KCD5	S_KCD5							Neotoa	M			2015.01.16	7.3	8.8	10.1	Nyanza Lac
KCD7	S_KCD7							Neobou	NA		S_KCD7	2015.01.16	5.8	7.0	3.6	Nyanza Lac
KCD8	S_KCD8							Neobou	NA		S_KCD8	2015.01.16	5.0	6.0	2.7	Nyanza Lac
KCD9	S_KCD9							Neotoa	F			2015.01.16	8.5	10.4	15.1	Nyanza Lac
KCE1	S_KCE1							Neobou	F		S_KCE1	2015.01.16	4.9	5.8	2.1	Nyanza Lac
KCE2	S_KCE2							Neotoa	NA		S_KCE2	2015.01.16	7.4	9.0	10.6	Nyanza Lac
KCE3	S_KCE3							Calmel	NA		S_KCE3	2015.01.16	7.5	9.5	9.8	Nyanza Lac
KCE4	S_KCE4							Calmel	NA		S_KCE4	2015.01.16	5.8	7.4	5.2	Nyanza Lac
KCE5	S_KCE5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCE5		Neobou	F			2015.01.16	4.5	5.5	2.2	Nyanza Lac
KCE6	S_KCE6							Neotoa	M			2015.01.16	7.8	9.5	11.9	Nyanza Lac
KCE7	S_KCE7	true	Fabrizia	false	true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCE7_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCE7_B	Simmar	M		S_KCE7	2015.01.16	8.3	9.7	14.6	Nyanza Lac
KCE8	S_KCE8							Simmar	M			2015.01.16	8.4	10.0	16.5	Nyanza Lac
KCE9	S_KCE9							Simmar	F		S_KCE9	2015.01.16	7.4	8.7	10.8	Nyanza Lac
KCF1	S_KCF1							Simmar	NA		S_KCF1	2015.01.16	7.7	9.2	13.2	Nyanza Lac
KCF2	S_KCF2							Simmar	NA		S_KCF2	2015.01.16	7.2	8.7	10.8	Nyanza Lac
KCF3	S_KCF3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCF3_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCF3_B	Simmar	F			2015.01.16	6.8	8.2	9.9	Nyanza Lac
KCF4	S_KCF4							Simmar	NA		S_KCF4	2015.01.16	7.2	8.6	10.9	Nyanza Lac
KCF5	S_KCF5							Simmar	NA		S_KCF5	2015.01.16	6.1	7.3	6.3	Nyanza Lac
KCF6	S_KCF6							Simmar	NA		S_KCF6	2015.01.16	5.5	6.6	4.6	Nyanza Lac
KCF7	S_KCF7							Simmar	M			2015.01.16	6.7	9.1	9.1	Nyanza Lac
KCF8	S_KCF8							Simmar	NA		S_KCF8	2015.01.16	6.9	8.2	8.9	Nyanza Lac
KCF9	S_KCF9							Simmar	NA		S_KCF9	2015.01.16	7.8	9.3	13.6	Nyanza Lac
KCG1	S_KCG1							Simmar	NA		S_KCG1	2015.01.16	6.6	7.8	8.5	Nyanza Lac
KCG2	S_KCG2	true	Fabrizia	false	true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCG2_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCG2_B	Lamspe	M			2015.01.16	4.8	5.7	2.8	Nyanza Lac
KCG3	S_KCG3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCG3_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCG3_B	Lamspe	F			2015.01.16	3.6	4.2	1.1	Nyanza Lac
KCG4	S_KCG4							Lamspe	M		S_KCG4	2015.01.16	4.3	5.1	1.9	Nyanza Lac
KCG5	S_KCG5							Lamspe	NA		S_KCG5	2015.01.16	4.3	5.1	1.7	Nyanza Lac
KCG6	S_KCG6							Lamspe	NA		S_KCG6	2015.01.16	4.8	5.9	2.8	Nyanza Lac
KCG7	S_KCG7							Lamspe	NA		S_KCG7	2015.01.16	4.1	4.8	1.6	Nyanza Lac
KCG8	S_KCG8							Lamspe	NA		S_KCG8	2015.01.16	3.6	4.3	1.3	Nyanza Lac
KCG9	S_KCG9							Lamspe	NA		S_KCG9	2015.01.16	3.5	4.3	1.1	Nyanza Lac
KCH1	S_KCH1							Lamspe	NA		S_KCH1	2015.01.16	3.2	3.8	0.9	Nyanza Lac
KCH2	S_KCH2							Lamspe	NA		S_KCH2	2015.01.16	3.2	3.7	0.9	Nyanza Lac
KCH3	S_KCH3							Simmar	F			2015.01.16	5.5	6.7	5.1	Nyanza Lac
KCH4	S_KCH4							Lamkun	NA		S_KCH4	2015.01.16	5.1	6.1	2.7	Nyanza Lac
KCH5	S_KCH5							NeobrM	NA		S_KCH5	2015.01.16	4.6	5.1	2.3	Nyanza Lac
KCH6	S_KCH6							NeobrM	NA		S_KCH6	2015.01.16	4.4	5.7	2.7	Nyanza Lac
KCH7	S_KCH7							NeobrM	NA		S_KCH7	2015.01.16	4.5	5.3	2.6	Nyanza Lac
KCH8	S_KCH8							NeobrM	NA		S_KCH8	2015.01.16	4.3	5.0	2.2	Nyanza Lac
KCH9	S_KCH9							NeobrM	NA		S_KCH9	2015.01.16	4.2	4.9	2.2	Nyanza Lac
LNE7	S_LNE7							Perecc			S_LNE7	2016.08.22	12.2	15.5	39.7	Toby's Place
KCI1	S_KCI1							NeobrM	NA		S_KCI1	2015.01.16	3.9	4.7	1.6	Nyanza Lac
KCI2	S_KCI2							NeobrM	NA		S_KCI2	2015.01.16	3.6	4.2	1.2	Nyanza Lac
KCI3	S_KCI3							NeobrM	NA		S_KCI3	2015.01.16	3.4	4.1	1.0	Nyanza Lac
KCI4	S_KCI4							NeobrM	NA		S_KCI4	2015.01.16	3.2	3.8	0.9	Nyanza Lac
KCI5	S_KCI5							NeobrM	NA		S_KCI5	2015.01.16	3.3	3.8	0.8	Nyanza Lac
KCI6	S_KCI6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCI6_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCI6_B	NeobrM	M			2015.01.16	4.6	5.1	3.2	Nyanza Lac
KCI7	S_KCI7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KCI7		NeobrM	F			2015.01.16	3.4	4.0	1.1	Nyanza Lac
KDF8	S_KDF8							Petort	NA		S_KDF8	2015.01.22	10.7	12.7	37.0	Nyanza Lac
JUH5	S_JUH5							Neobri	M		S_JUH5	2015.01.06	6.4	9.1	6.1	Nyaruhongoka
LJD4	S_LJD4							Ampcit	M			2014.11.17	14.5	18.5	92.0	Lake Apoyeque
JUH6	S_JUH6							Neobri	M		S_JUH6	2015.01.06	6.2	8.9	6.1	Nyaruhongoka
JUH7	S_JUH7							Neobri	F		S_JUH7	2015.01.06	6.1	8.3	5.5	Nyaruhongoka
JUH8	S_JUH8							Neobri	F		S_JUH8	2015.01.06	6.3	9.2	5.7	Nyaruhongoka
JUH9	S_JUH9	true	Fabrizia	false	true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JUH9_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JUH9_B	Neobri	F			2015.01.06	6.2	8.5	5.6	Nyaruhongoka
JUI1	S_JUI1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JUI1		Neobri	M			2015.01.06	6.8	10.4	7.0	Nyaruhongoka
JUI2	S_JUI2							Neobri	F		S_JUI2	2015.01.06	6.3	9.2	5.6	Nyaruhongoka
JUI3	S_JUI3							Neobri	F		S_JUI3	2015.01.06	6.3	8.9	5.8	Nyaruhongoka
JUI4	S_JUI4							Neobri	M		S_JUI4	2015.01.06	5.8	8.2	4.6	Nyaruhongoka
JUI5	S_JUI5							Neobri	M		S_JUI5	2015.01.06	4.8	6.5	2.6	Nyaruhongoka
JUI6	S_JUI6							Neobri	M			2015.01.06	6.1	8.7	6.6	Nyaruhongoka
JUI7	S_JUI7							Neobri	M		S_JUI7	2015.01.06	6.4	9.1	5.7	Nyaruhongoka
JUI8	S_JUI8							Neobri	M		S_JUI8	2015.01.06	6.8	9.5	7.2	Nyaruhongoka
JUI9	S_JUI9							Neobri	NA			2015.01.06	6.0	8.4	5.5	Nyaruhongoka
JVA1	S_JVA1							Neobri	M			2015.01.06	6.2	9.2	6.5	Nyaruhongoka
JVA2	S_JVA2							Neomon	M		S_JVA2	2015.01.06	7.3	9.1	8.8	Nyaruhongoka
JVA3	S_JVA3							Neomon	M		S_JVA3	2015.01.06	6.5	8.2	6.4	Nyaruhongoka
JVA4	S_JVA4							Neomon	F		S_JVA4	2015.01.06	5.8	7.1	4.25	Nyaruhongoka
JVA5	S_JVA5							Neomon	M		S_JVA5	2015.01.06	5.2	6.4	3.2	Nyaruhongoka
JVA6	S_JVA6							Neomon	F		S_JVA6	2015.01.06	5.2	7.0	4.2	Nyaruhongoka
JVA7	S_JVA7							Neomon	F			2015.01.06	6.2		4.5	Nyaruhongoka
JVA8	S_JVA8							Neomon	F		S_JVA8	2015.01.06	6.4	7.9	5.7	Nyaruhongoka
JVA9	S_JVA9							Neomon	M		S_JVA9	2015.01.06	5.8	7.4	5.3	Nyaruhongoka
JVB1	S_JVB1							Neomon	M		S_JVB1	2015.01.06	6.4	8.0	5.6	Nyaruhongoka
JVB2	S_JVB2							Neomon	F		S_JVB2	2015.01.06	5.5	6.8	3.8	Nyaruhongoka
JVB3	S_JVB3							Neomon	F		S_JVB3	2015.01.06	5.6	7.1	3.8	Nyaruhongoka
JVB4	S_JVB4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVB4		Neomon	M			2015.01.06	6.4	8.0	5.7	Nyaruhongoka
JVB5	S_JVB5							Neomon	F		S_JVB5	2015.01.06	5.3	6.6	3.5	Nyaruhongoka
JVB6	S_JVB6							Neomon	F		S_JVB6	2015.01.06	5.6	6.9	3.9	Nyaruhongoka
JVB7	S_JVB7							Neomon	M		S_JVB7	2015.01.06	5.7	7.0	4.0	Nyaruhongoka
JVB8	S_JVB8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVB8		Neomon	F			2015.01.06	7.4	9.3	9.3	Nyaruhongoka
JVB9	S_JVB9							Neomon	M			2015.01.06	5.4	6.5	3.8	Nyaruhongoka
JVC1	S_JVC1							Neomon	M?			2015.01.06	5.3	6.4	3.3	Nyaruhongoka
JVC2	S_JVC2							Neomon	M?			2015.01.06	4.4	5.5	2.0	Nyaruhongoka
JVC3	S_JVC3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVC3		Tronig	F			2015.01.06	4.7	5.7	3.8	Nyaruhongoka
JVC4	S_JVC4							Tronig	NA		S_JVC4	2015.01.06	8.3	10.0	16.8	Nyaruhongoka
JVC5	S_JVC5							Tronig	F		S_JVC5	2015.01.06	6.2	7.7	9.3	Nyaruhongoka
JVC6	S_JVC6							Tronig	NA		S_JVC6	2015.01.06	6.2	7.7	8.3	Nyaruhongoka
JVC7	S_JVC7							Tronig	NA		S_JVC7	2015.01.06	5.6	6.9	5.8	Nyaruhongoka
JVC8	S_JVC8							Tronig	NA		S_JVC8	2015.01.06	6.5	7.8	9.5	Nyaruhongoka
JVC9	S_JVC9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVC9		Tronig	M			2015.01.06	7.1	8.5	10.5	Nyaruhongoka
JVD1	S_JVD1							Tronig	NA		S_JVD1	2015.01.06	5.4	6.5	5.8	Nyaruhongoka
JVD2	S_JVD2							Tronig	NA		S_JVD2	2015.01.06	5.7	7.0	7.2	Nyaruhongoka
JVD3	S_JVD3							Tronig	NA		S_JVD3	2015.01.06	5.1	6.1	4.9	Nyaruhongoka
JVD4	S_JVD4							Tronig	M			2015.01.06	6.4	7.6	8.6	Nyaruhongoka
JVD5	S_JVD5							Tronig	NA		S_JVD5	2015.01.06	5.1	6.1	4.2	Nyaruhongoka
JVD6	S_JVD6							Tronig	NA		S_JVD6	2015.01.06	4.6	5.5	3.4	Nyaruhongoka
JVD7	S_JVD7							Tronig	M			2015.01.06	5.1	6.1	4.2	Nyaruhongoka
JVD8	S_JVD8							Tronig	M			2015.01.06	5.9	7.1	6.3	Nyaruhongoka
JVD9	S_JVD9							Tronig	F			2015.01.06	4.8	5.6	3.4	Nyaruhongoka
JVE1	S_JVE1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVE1		Cypmic	M	yellow		2015.01.07	7.6	9.1	6.6	Nyaruhongoka 2
JVE2	S_JVE2							Cypmic	M	yellow	S_JVE2	2015.01.07	8.1	9.6	7.8	Nyaruhongoka 2
JVE3	S_JVE3							Cypmic	M	blue	S_JVE3	2015.01.07	7.9	9.6	8.0	Nyaruhongoka 2
JVE4	S_JVE4							Cypmic	M	blue	S_JVE4	2015.01.07	8.3	9.8	8.1	Nyaruhongoka 2
JVE5	S_JVE5	true	Fabrizia					Cypmic	F			2015.01.07	8.1	9.7	7.3	Nyaruhongoka 2
JVE6	S_JVE6							Cypmic	M	yellow	S_JVE6	2015.01.07	8.3	10.1	8.5	Nyaruhongoka 2
JVE7	S_JVE7							Cypmic	M	blue	S_JVE7	2015.01.07	8.1	9.7	8.2	Nyaruhongoka 2
JVE8	S_JVE8							Cypmic	M	blue		2015.01.07	8.2	9.7	8.4	Nyaruhongoka 2
JVE9	S_JVE9							Cypmic	M	yellow	S_JVE9	2015.01.07	8.3	10.4	8.9	Nyaruhongoka 2
JVF1	S_JVF1							Cypmic	M	blue	S_JVF1	2015.01.07	8.0	9.8	7.9	Nyaruhongoka 2
JVF2	S_JVF2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVF2		Cypmic	F			2015.01.07	8.3	9.8	8.4	Nyaruhongoka 2
JVF3	S_JVF3							Cypmic	M	blue	S_JVF3	2015.01.07	7.8	9.4	7.4	Nyaruhongoka 2
JVF4	S_JVF4							Cypmic	M	yellow	S_JVF4	2015.01.07	8.4	10.2	8.0	Nyaruhongoka 2
JVF5	S_JVF5							Cypmic	M	blue	S_JVF5	2015.01.07	8.7	10.3	9.0	Nyaruhongoka 2
JVF6	S_JVF6							Neofal	M		S_JVF6	2015.01.07	6.4	8.8	5.5	Nyaruhongoka 2
JVF7	S_JVF7							Neofal	F		S_JVF7	2015.01.07	4.9	6.5	2.1	Nyaruhongoka 2
JVF8	S_JVF8							Neofal	NA		S_JVF8	2015.01.07	3.8	4.8	1.2	Nyaruhongoka 2
JVF9	S_JVF9							Lessta	M?			2015.01.07	5.9	7.2	3.5	Nyaruhongoka 2
JVG1	S_JVG1							Lessta	NA		S_JVG1	2015.01.07	5.4	6.6	3.0	Nyaruhongoka 2
JVG2	S_JVG2							Lessta	NA		S_JVG2	2015.01.07	5.7	7.1	3.4	Nyaruhongoka 2
JVG3	S_JVG3							Lessta	NA		S_JVG3	2015.01.07	5.3	6.6	2.7	Nyaruhongoka 2
JVG4	S_JVG4							Lessta	NA		S_JVG4	2015.01.07	5.7	7.2	3.4	Nyaruhongoka 2
JVG5	S_JVG5							Lessta	NA		S_JVG5	2015.01.07	5.6	6.9	2.8	Nyaruhongoka 2
JVG6	S_JVG6							Lessta	NA		S_JVG6	2015.01.07	5.1	6.3	2.7	Nyaruhongoka 2
JVG7	S_JVG7							Lessta	NA		S_JVG7	2015.01.07	5.6	6.9	3.2	Nyaruhongoka 2
JVG8	S_JVG8							Lessta	NA		S_JVG8	2015.01.07	5.2	6.4	2.5	Nyaruhongoka 2
JVG9	S_JVG9							Lessta	NA		S_JVG9	2015.01.07	5.6	7.1	3.3	Nyaruhongoka 2
JVH1	S_JVH1							Lessta	NA		S_JVH1	2015.01.07	5.4	6.7	2.9	Nyaruhongoka 2
JVH2	S_JVH2	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVH2		Lessta	F			2015.01.07	4.9	6.2	2.5	Nyaruhongoka 2
JVH3	S_JVH3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVH3		Lessta	M			2015.01.07	5.5	6.9	3.1	Nyaruhongoka 2
JVI9	S_JVI9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JVI9		Telbri	M			2015.01.07	4.3	4.8	0.9	Nyaruhongoka 2
JXA1	S_JXA1							Telbri	NA		S_JXA1	2015.01.07	4.1	4.9	0.9	Nyaruhongoka 2
JXA2	S_JXA2							Telbri	NA		S_JXA2	2015.01.07	3.9	4.6	0.8	Nyaruhongoka 2
JXA3	S_JXA3							Telbri	NA		S_JXA3	2015.01.07	4.1	5.0	0.8	Nyaruhongoka 2
JXA4	S_JXA4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXA4		Telbri	F			2015.01.07	3.1	3.6	0.3	Nyaruhongoka 2
JXA5	S_JXA5							Telbri	M		S_JXA5	2015.01.07	3.6	4.3	0.5	Nyaruhongoka 2
JXA6	S_JXA6							Telbri	M		S_JXA6	2015.01.07	3.4	4.0	0.3	Nyaruhongoka 2
JXA7	S_JXA7							Telbri	M			2015.01.07	4.0	4.8	0.9	Nyaruhongoka 2
JXA8	S_JXA8							Telbri	M		S_JXA8	2015.01.07	3.4	4.0	0.5	Nyaruhongoka 2
JXA9	S_JXA9							Telbri	M		S_JXA9	2015.01.07	3.6	4.2	0.6	Nyaruhongoka 2
JXB1	S_JXB1							Telbri	F			2015.01.07	3.3	3.9	0.5	Nyaruhongoka 2
JXB2	S_JXB2							Telbri	M		S_JXB2	2015.01.07	3.6	4.3	0.6	Nyaruhongoka 2
JXB3	S_JXB3							Telbri	M		S_JXB3	2015.01.07	3.6	4.1	0.5	Nyaruhongoka 2
JXB4	S_JXB4							Telbri	M		S_JXB4	2015.01.07	3.0	3.5	0.3	Nyaruhongoka 2
JXB5	S_JXB5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXB5		JulmaN	M			2015.01.07	5.2	6.1	2.5	Nyaruhongoka 2
LJE3	S_LJE3							Ampsag	M			2014.11.16	19.0	23.5	249.0	Lake Xiloa
LJE4	S_LJE4							Ampxil	M			2014.11.16	19.4	25.0	301.0	Lake Xiloa
LJE5	S_LJE5							Ampast	M			2014.11.28	13.9	18.1	112.0	Lake Apoyo
LJE6	S_LJE6							Ampcha	F			2014.11.30	16.0	20.9	168.0	Lake Apoyo
LJE7	S_LJE7							Ampglo	M			2014.11.30	15.8	20.4	172.0	Lake Apoyo
GPA1	S_GPA1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_GPA1		Trenig	F			2014.09.02	7.4	9.4	10.1	Mpulungu Fishmarket
IUE8	S_IUE8							Xensun	NA			2014.07.25	5.9	7.5	4.2	Isanga
IZH8	S_IZH7							Erecya	M			2014.07.29	5.2	6.3	4.2	Toby's Place
IZH7	S_IZH7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IZH7_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_IZH7_B	Erecya	M			2014.07.29	5.2	6.3	4.2	Toby's Place
KCD6	S_KCD6							Neobou	M		S_KCD6	2015.01.16	7.1	8.4	6.5	Nyanza Lac
KEH3	S_KEH3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KEH3_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_KEH3_B	Neoleu	M			2015.06.27	8.3	10.0	11.9	Bulu Point
KEH1	S_KEH1							XenspN	M?		S_KEH1	2015.06.26	8.3	10.5	10.4	Katumbi
JXB6	S_JXB6							JulmaN	NA		S_JXB6	2015.01.07	6.9	7.7	5.7	Nyaruhongoka 2
JXB7	S_JXB7							JulmaN	NA		S_JXB7	2015.01.07	5.2	6.2	2.7	Nyaruhongoka 2
JXB8	S_JXB8							JulmaN	NA		S_JXB8	2015.01.07	6.2	7.2	4.2	Nyaruhongoka 2
JXB9	S_JXB9							JulmaN	NA		S_JXB9	2015.01.07	6.4	7.4	4.8	Nyaruhongoka 2
JXC1	S_JXC1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXC1		JulmaN	F			2015.01.07	7.1	8.9	9.6	Nyaruhongoka 2
JXC2	S_JXC2							JulmaN	NA		S_JXC2	2015.01.07	6.5	7.5	5.0	Nyaruhongoka 2
JXC3	S_JXC3							JulmaN	NA		S_JXC3	2015.01.07	5.9	6.7	3.6	Nyaruhongoka 2
JXC4	S_JXC4							JulmaN	NA		S_JXC4	2015.01.07	6.4	7.5	5.2	Nyaruhongoka 2
JXC5	S_JXC5							JulmaN	F			2015.01.07	7.4	8.5	7.7	Nyaruhongoka 2
JXC6	S_JXC6							JulmaN	NA		S_JXC6	2015.01.07	5.9	6.7	3.6	Nyaruhongoka 2
JXC7	S_JXC7							JulmaN	NA		S_JXC7	2015.01.07	5.7	6.6	3.3	Nyaruhongoka 2
JXC8	S_JXC8							JulmaN	M			2015.01.07	6.7	7.8	6.3	Nyaruhongoka 2
JXC9	S_JXC9							JulmaN	NA		S_JXC9	2015.01.07	5.5	6.3	3.5	Nyaruhongoka 2
JXD1	S_JXD1							Petpol	F		S_JXD1	2015.01.07	7.8	9.6	16.0	Nyaruhongoka 2
JXD2	S_JXD2							Petpol	F		S_JXD2	2015.01.07	7.3	8.8	11.2	Nyaruhongoka 2
JXD3	S_JXD3							Petpol	NA		S_JXD3	2015.01.07	5.6	6.7	5.5	Nyaruhongoka 2
JXD4	S_JXD4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXD4		Neofal	M			2015.01.08	6.8	8.7	7.3	Nyaruhongoka 2
JXD5	S_JXD5							Neofal	NA		S_JXD5	2015.01.08	6.9	9.5	7.4	Nyaruhongoka 2
JXD6	S_JXD6							Neofal	NA		S_JXD6	2015.01.08	6.7	9.5	7.7	Nyaruhongoka 2
JXD7	S_JXD7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXD7		Neofal	F			2015.01.08	4.9	6.6	2.8	Nyaruhongoka 2
JXD8	S_JXD8							Neofal	NA		S_JXD8	2015.01.08	5.1	6.6	2.7	Nyaruhongoka 2
JXD9	S_JXD9							Neofal	NA		S_JXD9	2015.01.08	6.5	8.8	6.3	Nyaruhongoka 2
JXE1	S_JXE1							Neofal	NA		S_JXE1	2015.01.08	4.3	5.8	2.0	Nyaruhongoka 2
JXE2	S_JXE2							Neofal	M			2015.01.08	5.6	7.4	4.1	Nyaruhongoka 2
JXE3	S_JXE3							Neofal	NA		S_JXE3	2015.01.08	4.2	5.5	1.7	Nyaruhongoka 2
JXE4	S_JXE4							Neofal	NA		S_JXE4	2015.01.08	4.2	5.6	1.5	Nyaruhongoka 2
JXE5	S_JXE5							Neofal	NA		S_JXE5	2015.01.08	4.4	6.0	2.3	Nyaruhongoka 2
JXE6	S_JXE6							Neofal	F			2015.01.08	5.6	7.7	4.2	Nyaruhongoka 2
JXE7	S_JXE7							Neosav	NA		S_JXE7	2015.01.08	4.9	6.1	3.0	Nyaruhongoka 2
JXE8	S_JXE8							TeldhS	NA		S_JXE8	2015.01.08	4.9	5.6	3.0	Nyaruhongoka 2
JXE9	S_JXE9	true	Fabrizia	false	true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXE9_A	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXE9_B	Eremar	M			2015.01.08	5.3	6.4	4.4	Nyaruhongoka 2
JXF1	S_JXF1							Eremar	F		S_JXF1	2015.01.08	5.4	6.4	4.8	Nyaruhongoka 2
JXF2	S_JXF2							Eremar	F		S_JXF2	2015.01.08	5.4	6.5	4.2	Nyaruhongoka 2
JXF3	S_JXF3							Eremar	F		S_JXF3	2015.01.08	5.4	6.5	4.2	Nyaruhongoka 2
HXC8	S_HXC8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_HXC8		Telluf	M							Lufubu River 2 (Chomba)
AXD5	S_AXD5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AXD5		Altfas	F			2011.07.28	4.2	4.7	1.2	Toby's Place
AUA1	S_AUA1	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AUA1		Auldew	F			2011.07.19	5.7	7.8	5.7	Toby's Place
AXB8	S_AXB8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AXB8		Xenspi	F			2011.07.27	5.7	7.6	4.2	Toby's Place
AUA9	S_AUA9	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AUA9		Auldew	F			2011.07.19	5.8	8.0	5.9	Toby's Place
AUC4	S_AUC4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AUC4		Varmoo	M			2011.07.19	6.2	7.8	7.7	Toby's Place
AXA7	S_AXA7	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AXA7		Ctehor	F			2011.07.27	6.2	7.7	5.4	Toby's Place
AUC3	S_AUC3	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AUC3		Varmoo	F			2011.07.19	6.6	8.2	9.4	Toby's Place
AXF8	S_AXF8	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AXF8		Psccur	F			2011.07.28	6.8	8.5	10.5	Toby's Place
BND5	S_BND5	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_BND5		Calmac	F			2011.08.05	6.8	8.9	8.1	Toby's Place
AVB6	S_AVB6	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_AVB6		Simple	F			2011.07.21	6.7	8.1	10.5	Toby's Place
JXF4	S_JXF4	true	Fabrizia		true	/scicore/home/boehne/GROUP/genomedata_cichlidX/Sample_JXF4		Eremar	F			2015.01.08	4.7	5.6	3.0	Nyaruhongoka 2
JXF5	S_JXF5							Eremar	F		S_JXF5	2015.01.08	5.1	6.1	3.7	Nyaruhongoka 2
